text,img,label
说个趣闻美国伊利诺斯州35岁男子凯斯去年9月在一次交通事故中失去男性生殖器幸运的是美国医生当天就为移植了一名死于心脏病的美国男子迈克的生殖器康复后凯斯向捐赠者迈克的遗孀达拉表示感谢时两人一见钟情堕入爱河目前两人的离奇恋情终于开花结果,2577,1
2012年欧洲杯完全赛程足球欧洲杯来了我支持湖人队因为里面有姚明他跨栏那么厉害基本不用抢七就能一杆清台的他的反手击球也很强而且过弯很流畅入水都没有水花的,3488,0
其实男生追女生真的挺难的一下就表白吧怕人家女生觉得他轻浮想搞个日久生情吧又怕半道上人家女生跟别人跑了其实女生也很为难你一下表白吧又不咋了解咋整你日久生情吧搞那么多暧昧真是心理大挑战啊谁知道你是想扩张一下交际圈还是啥的难啊所以越来越多的人搞基,3727,0
这是人民当家做主的社会吗求人证 活埋活埋是战争时常用的手段因为省力速度也快战争里的活埋都是叫战俘自己挖坑有时会先杀死俘虏再把他们推下去但时间不够的时候就直接把他们推进去以后盖土现在有些钉子户为了抗议拆迁会把自己活埋然后只露出头部这是现代社会的悲哀,1392,1
还有什么是可以放心吃的亮兄本尊用一次性筷子做笋干炒肉生病,1224,1
北京检方我行贿了等民间反腐网站不合法针对日前窜红网络的我行贿了民间反腐网站市检控申处处长罗守梁表示这种网站形式不合法全体公民应相信检察机关与腐败作斗争必须在法制环境内进行民间组织不能从事这样的活动网站创业要合法否则难逃被关厄运,3953,0
生活热点 信不信由你如果你被匪徒挟持要求输入提款机密码 你可以用倒输入密码的方式去间接报警例如你的密码是123456的話你可以输入654321提款机会识别到你是以倒输方式输入密码提款机会按你要求吐出金额但是会在匪徒不知情的情況下通知警方 請尽可能告诉給每一個人,1515,1
今天参加了麻花年末戏的发布会谢谢这位叫KUNKUN姑娘的画神韵很足而且把我画帅了我在这表示深深的感谢为啥我从来不提我干过什么因为我不想让这么多素昧谋面的人为我操心每个人都有属于自己生活我们只是生活中的调剂品千万别让自己生活失去重心谢谢那些曾经为我操过心的人保重,3192,0
紧急通知新版假 币又来了千万不要上当了 via广州乐分享,260,1
2013年郭美美续集据香港TVB电视台报道伯明翰主席杨家诚被香港警方抓走罪名是巨额财产不明更多消息还在进一步调查了解中十字会郭会长挣的钱流到香港让杨家诚洗钱大陆的公安不敢管但香港的廉政公署顺着这个线索把杨嘉诚挖出来了感谢香港廉政公署郭美美以及红会真相既将浮出水面,84,1
我在九一八日本无时不刻的还在做他的大国梦 他们像野兽一样渴望抢占土地 一直对我们中国虎视眈眈 对于日本我们不能有放松之心 如果我们今天忘记也许下一个九一八我们又会记住,170,1
葱油花卷很多小姑娘都爱吃葱油花卷因为它不管是名字还是卖相都让人觉得很清新一个配料极其简单的花卷其实内藏精致还有繁复花卷是捏出来的每一层都要有葱花每一层都是独立的一层花卷要一层一层撕着吃才有意思每一层都能看见错落的葱花每吃一口都能感觉到香味咸味和鲜味,3131,0
2011北京马拉松赛事路线图让大家久等了,5108,0
最新通知國內海關新規定今年6月1日之後所有進入中國境內的包裹以及任何形式的運輸容器中不能有超過2罐的奶粉超過的話要如數退回消息確鑿中國海關已經通知了各大物流運營商各位媽媽們趕緊囤貨了,433,1
早安各位今天对法国和法国人民来说可是个大日子在这里的很多朋友大概都会知道7月14日是法国的国庆节1789年的这一天巴黎人民攻占了象征封建统治的巴士底狱并推翻了君主政权1880年7月14日被正式确立为法国国庆日法国人每年都要张灯结彩隆重纪念这个象征自由和革命的日子,4766,0
吃榴莲后喝可口可乐毒过眼镜蛇 又一游客客死泰国异乡 一位中国游客在泰国旅游的时候吃了很多榴莲之后又喝了可乐致咖啡因中毒血压飙升结果引发心脏病猝死年仅28岁泰国有明确规定食用大量榴莲后8小时之内不能喝可口可乐 圈里爱榴莲的朋友很多转发提醒一下 让所有人都知道,1482,1
东方神起六辑大发 1006 当日销量106日销量7192十二日累计94842随着神起的回归活动开始多起来了太开心我们允浩和妹纸们要照顾好自己的身体happy的同时要记得继续支持我们的小六带感1007 销量将在此微博下实时播报敬请关注订六辑戳,4844,0
美国调查发现易拉罐上的细菌比马桶多一妇女喝了罐饮料被送进医院离开了世界验尸死于於细螺旋体病追踪她喝的饮料是直接用罐对嘴饮用实验证明罐头受到鼠尿感染细螺旋体病毒鼠尿含有毒性和致命物质因罐头运输过程没有清洗的喝易拉罐一定要用吸管请转给你关心的朋友,871,1
12岁少年愿捐全部器官将爱延续心12岁的张思成患有脑干胶质瘤生命或仅剩两个月母亲张细花得知捐献器官与遗体可助人告诉了张思成你病成这样子了假如有一天你要死了你愿意不愿意捐出自己帮助别的小朋友病情恶化的他已不能说话只是点点头与父母共同做了这个决定via新华社,4819,0
,4608,0
给力围观围观围观朋友帮忙 求扩散今天上午我同学的同事的女儿在唐山市大润发超市附近被人拐走了小女孩三岁多能准确说出她爸爸的手机号码这是我们同事女儿的照片从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢转发,1374,1
女用站立式小便池第一次见这实物姿势要正确哦 转,5097,0
做尼姑你有兴趣么全国三大尼姑庵招聘要求应届生学历研究生1苏州寒山寺做满3年7000以上方丈30000以上月下班之后不干预私生活可嫁人生子2广州大悲尼姑庵满3年7000以上师太30000以上月下班后不干预私生活3上海净心庵招聘尼姑做满3年8000以上庵主20000以上转,349,1
Sometimes I just wanna go back in time and punch myself for all the stupid things Ive done 有时候啊我真想回到过去狠狠扇自己一巴掌丫的我以前净是干些蠢事哼,3849,0
如果没有信仰就把旅行当做你的信仰这一生都走在朝圣的路上,3217,0
雅安7级地震熊猫宝宝地震了也会找警察 雅安是大熊猫栖息地之一大熊猫保护中心碧峰峡基地距芦山县约20公里内有百余熊猫图为一只害怕的熊猫死死地抱住警察叔叔的腿,2123,1
这是全世界文科生的榜样啊我的世界观崩塌得一塌糊涂by 人人爱重庆,3252,0
调查地沟油的记者李翔死了 身中10余刀惨死他为全国不能吃特供的十多亿草泥马的食品安全努力过他付出了年轻的生命草泥马们请动一下鼠标转发表达一下谢意不过分吧恭请转发,1964,1
鸟叔上春晚 1分钟要10万据爆料凭一曲江南Style风靡全球的韩国明星鸟叔朴载相近日接到春晚邀请演出费1分钟10万元除外还要包专机接送有网友愤怒花这么多钱请个韩国人唱两句谁也听不懂的鸟语远远不如把这些钱给西部贫困山区来得实在,660,1
凤凰夜读寻求心灵的宁静前提是首先要有一个心灵在理论上人人都有一个心灵但事实上却不尽然有一些人他们永远被外界的力量左右着永远生活在喧闹的外部世界里未尝有真正的内心生活周国平记住回家的路,4028,0
朋友们听好了公安部张育铭特别提醒若有人在路上接近你向你推销福建安溪铁观音又让你闻一下你一定注意不要上当那是观音土是种迷昏药一闻即晕作案时轻者劫财劫色重者杀害高价出售器官非常残忍现在已经在广东河北黑龙江天津等省市出现了 ,993,1
请转起来闭嘴,1897,1
求证真干上了 网上找不到啊,709,1
中国双休日的来历 1994年前后中美入世谈判最艰难的时刻美方突然向中方提出在全世界都实行双休日的今天中国必须尊重也给中国人双休日并把这一项作为入世条件之一1995年5月1日后起我国开始实行双休日工作制喜欢请关注神秘野史,2075,1
五月天參加日本指標音樂節目MUSIC STATION演唱後日本YAHOO搜尋榜瞬間飆升至第9位成為第1個站上這個節目的台灣樂團 更多媒體報導 TVBS,3804,0
悠品网微博活动无论何时何地宝贝那无忧无虑的欢乐能驱逐我们所有的烦恼和他们在一起每天都是六一节那份童真的烂漫也似乎回来了粉丝专享即时起至5月30日15点成为悠品购物网粉丝并3个以上好友就有机会获取趴趴熊滚球毛绒公仔大朋友小朋友们一起来吧,4091,0
娱闻播报 今天下午那英 来成都IFS为某品牌出席活动高清组图来咯粉丝们快收走吧记者 刘畅 摄影报道,4486,0
真的假的,547,1
折扣对高收入白领没有太大吸引力与中低收入者不同高收入者在社交网络上成为某个品牌的粉丝并不是因为有折扣优惠而是他们真正喜欢523和关注348这个品牌想要培养优质用户只靠折扣和优惠恐怕不给力折扣和优惠给多了再优质的用户也恐怕会被宠坏 Hy,3703,0
絮语我们恨贪官又拼命报公务员我们骂垄断又削减脑袋往高薪单位钻我们讥讽不正之风自己办事却忙找关系总之我们愤怒不是因为不公平而是自己处在不公平中的不利位置我们不是想消灭这种不公平而是想让自己处在不公平中的有利位置zz,4365,0
同学会为啥变味儿了①第一个念头如果AA得花多少钱②先聊回忆后面就没了话题③客套的寒暄像极了应酬的饭局④介绍职务成绩和资源成了主题⑤饭桌上慢慢只剩两类升官的和发财的⑥越来越挑剔一人否定聚会告吹中国青年报简单的同学会为何感觉变味儿了,2748,0
浙江男子酒吧被阉割 这个惨了浙江湖州莉丽玛莲酒吧一帅哥被阉割了震惊  场面好惨烈啊感脚好痛的样子喊你们混酒吧这哈把小鸡鸡也混脱球了哇衰,220,1
在人人网看到的一条状态老师我们高考卷子还没有讲评什么时候约个时间还是那间教室那些人那样的日子,5039,0
初吻还在的同学请默默转发证明你最纯洁的时候到了害羞,4707,0
迷恋这所有色相中最能发光的色彩黄色代表希望给人清澈明亮也许我们都是一只小鸟张开翅膀向往美好生活分享自杂 志最爱美美暖暖的黄链接,3844,0
大家買牙膏請留心注意牙膏管反面底部的顏色條因为顏色條是有含意的盡量選擇綠色和藍色共分4種 綠色純天然 藍色天然藥物 紅色天然化學成份 黑色純化學 國内的兒童牙膏居然大多是純化學的真是不可思议,1414,1
红色月全食超级红月亮红得可怕啊,3669,0
王家卫赞宋慧乔亚洲最美脸庞王家卫导演做客韩国有线台tvN白智妍的People Inside大赞宋慧乔王家卫表示宋慧乔的脸庞十分完美是亚洲女演员中所能拥有的最美的视觉效果王家卫还透露了敲定宋慧乔担任重要角色的内幕并惋惜没能为她加戏份新浪韩娱 详情,3823,0
红色高棉暴行特制的钻机从人后脑钻开082公分的孔洞再从头顶钻眼即可取出完整的人脑当时许多酷刑如割喉钻脑活摔婴儿等传自中国援柬的专家与技术人员连专门拍摄临刑囚犯的照片以供存档与欣赏的摄影师也是由中国培训的 ,931,1
